Time,Intensity
0.0,-1.2151650627072361
1.0,0.06224382080696422
2.0,0.21711256789107422
3.0,0.3781610560920644
4.0,1.0122725417740464
5.0,0.5495824353219833
6.0,1.2015637985973682
7.0,1.87200469788183
8.0,2.305393708973321
9.0,2.883397848735568
10.0,3.516391192122864
11.0,2.9317230949103856
12.0,2.2808608217852617
13.0,2.281792864739735
14.0,2.6393101540901958
15.0,2.707213158656486
16.0,2.8651480534637987
17.0,2.473440616144347
18.0,2.6647395027816865
19.0,2.6112452677306597
20.0,4.357569131430913
21.0,6.82528930893893
22.0,8.503609041980702
23.0,10.146601585160912
24.0,10.770221107461232
25.0,10.421130672459528
26.0,9.294601574069292
27.0,8.563770258177595
28.0,8.099683062806905
29.0,7.288856830446415
30.0,7.699698448159865
31.0,7.949817154468126
32.0,8.085718295739872
33.0,8.279469699937517
34.0,8.493538012638682
35.0,8.356414532408783
36.0,8.787982913300848
37.0,9.325555576528199
38.0,9.992623492127564
39.0,10.049835516687084
40.0,10.222762659291533
41.0,10.26804110507727
42.0,9.982452552083162
43.0,9.798104779979555
44.0,9.664915658065517
45.0,9.636009829598848
46.0,9.801422851631992
47.0,9.719579346465286
48.0,9.273502293177087
49.0,8.524685897692395
