Time,Intensity
0.0,0.17389768367274047
1.0,0.7893995158875609
2.0,0.4381798585798481
3.0,-0.24301477470358693
4.0,-0.18016589096006183
5.0,0.6356919252806522
6.0,0.9973464288389955
7.0,2.07264669384516
8.0,2.563907569865543
9.0,3.4471621443966125
10.0,3.0452013318240674
11.0,2.347554350031617
12.0,2.776041748082545
13.0,2.839970352355186
14.0,2.1355326743704386
15.0,2.293004626916879
16.0,2.4721667232541713
17.0,2.332280655139097
18.0,2.4768903817919443
19.0,2.10603758958712
20.0,2.7815656431738933
21.0,2.946200381500474
22.0,2.9378454660518347
23.0,4.402394894332185
24.0,6.2841827406212
25.0,8.364453120646509
26.0,10.187299760228516
27.0,10.51902437779137
28.0,10.604643507561628
29.0,9.41860996890234
30.0,8.911689156752725
31.0,7.727350297385254
32.0,7.127169375206939
33.0,7.901955088665754
34.0,7.846457260474564
35.0,8.263607472125265
36.0,8.349736277893301
37.0,7.781165401160565
38.0,8.808816362257414
39.0,8.999876267560815
40.0,9.423098381987254
41.0,10.14903534807919
42.0,10.60241893664256
43.0,10.161685676293677
44.0,10.139968177541974
45.0,10.194765304360764
46.0,9.423451113981866
47.0,9.682799726258285
48.0,9.29542966138516
49.0,8.594913304915893
