Time,Intensity
0.0,1.670573240805967
1.0,3.326063681802578
2.0,5.590861890950161
3.0,7.925370929861109
4.0,10.091078414005716
5.0,10.944681396090434
6.0,10.952397616307643
7.0,10.778538860034532
8.0,10.037406299021328
9.0,9.490354395759203
10.0,9.95035662822393
11.0,9.682145390756412
12.0,10.031002631301956
13.0,9.972959347508676
14.0,8.628702393677539
15.0,6.255997331899654
16.0,3.977101632229404
17.0,2.263306200826472
18.0,1.2786579062974506
19.0,1.2248597996143316
20.0,1.9518532757147022
21.0,2.1795895853707785
22.0,2.5634926312219557
23.0,2.66129171284381
24.0,2.6088201111463754
25.0,2.946184877689327
26.0,3.5024575587577984
27.0,5.098400408421423
28.0,6.800653340587881
29.0,8.098941306164486
30.0,8.834882780593404
31.0,8.758490704447807
32.0,7.9463565709692485
33.0,7.748378210182442
34.0,5.9067834377663155
35.0,4.027350194417063
36.0,1.5484251892289598
37.0,0.17445137062483856
38.0,-0.6999022974048371
39.0,-0.6602917365948978
40.0,-0.29379532428944066
41.0,-0.3549903309141189
42.0,0.34463381444685803
43.0,0.41041116937223665
44.0,0.08279493559846385
45.0,0.029318766537239957
46.0,0.05429842206978215
47.0,0.12427589379529433
48.0,0.2990027749315027
49.0,0.40176330283798767
