Time,Intensity
0.0,2.2394112080716173
1.0,2.1607960647452313
2.0,3.0383220737843444
3.0,2.4650307017050994
4.0,2.608064873649705
5.0,2.4819658690639237
6.0,3.805713133976038
7.0,4.731808944250775
8.0,4.588730833657468
9.0,4.556551825988717
10.0,3.9498395956811456
11.0,3.406352812263399
12.0,2.3597645654810964
13.0,2.4320053304278972
14.0,2.2922274447341375
15.0,2.6967348630901182
16.0,2.4663099895776246
17.0,2.5388788136175062
18.0,2.70547726489125
19.0,2.9657043170920323
20.0,2.891224840703589
21.0,3.1379897552053997
22.0,2.3871951072344677
23.0,2.8432588878544736
24.0,3.5940032081495907
25.0,4.86369331767467
26.0,5.389413800968452
27.0,6.187355183837762
28.0,6.993276996933129
29.0,6.931532321730918
30.0,6.565943657465329
31.0,6.339445874554224
32.0,6.178156135113599
33.0,6.527754642306732
34.0,6.2678147130705915
35.0,6.547681230539607
36.0,6.842556339018781
37.0,6.707775385821023
38.0,6.73324039056052
39.0,6.309105971473176
40.0,5.969017261694966
41.0,6.502337434738247
42.0,6.898427493973344
43.0,7.193062572608216
44.0,8.593995163245948
45.0,9.121990629000853
46.0,9.969585945443372
47.0,9.805738170919565
48.0,10.610027312650129
49.0,10.278608554998971
