Time,Intensity
0.0,10.432499427470312
1.0,10.010489283838567
2.0,9.814580336785045
3.0,9.867579849120053
4.0,10.100880152851701
5.0,9.612550545864039
6.0,10.107857060794961
7.0,9.941220230821902
8.0,9.933078163598802
9.0,9.756589084296724
10.0,9.984661578852426
11.0,9.672695855636398
12.0,9.492194924938936
13.0,9.249045987176915
14.0,8.073574350538538
15.0,7.2516122936512515
16.0,6.089856100417232
17.0,5.783525740390505
18.0,5.8319218529203924
19.0,5.936654272289627
20.0,6.121116506188104
21.0,6.11173354370206
22.0,4.976417907605631
23.0,4.275035839476131
24.0,3.594599307004435
25.0,2.957792175568329
26.0,2.6629791412898607
27.0,2.1089107512671155
28.0,2.5473488387925216
29.0,2.852029747270413
30.0,3.8497991523204753
31.0,4.743988837700076
32.0,5.973957318495628
33.0,6.609617869546775
34.0,6.803706124983074
35.0,6.494050328684821
36.0,5.657662762699558
37.0,4.224818928576523
38.0,3.4203062988886517
39.0,2.4475340924324156
40.0,2.180770507782111
41.0,2.2023480947000547
42.0,2.1717887045937525
43.0,2.549866825723806
44.0,2.958205895028275
45.0,2.7011971941422566
46.0,3.3514395889860884
47.0,3.705184326994589
48.0,4.4835602337473395
49.0,5.384296295414971
