Time,Intensity
0.0,5.388087696829303
1.0,4.8856816427809155
2.0,4.580897615928592
3.0,3.8519780803373793
4.0,2.7947547363574334
5.0,0.9583021553944178
6.0,0.3345041847198366
7.0,-0.7079312700473569
8.0,-0.5702492269002201
9.0,-0.08889852620997965
10.0,0.013712257894665632
11.0,0.5530231838398495
12.0,0.7705221931383243
13.0,2.4986917471432304
14.0,4.8680927081406
15.0,7.857547952151426
16.0,10.12193129549915
17.0,11.155632551479982
18.0,11.37285909593603
19.0,10.206901960954857
20.0,10.387578609074868
21.0,9.249148322016193
22.0,9.195795442062835
23.0,9.564759523931833
24.0,9.205173363791918
25.0,9.36747926614257
26.0,9.668960780977331
27.0,9.810576461672634
28.0,9.60998430459824
29.0,8.555774510863792
30.0,7.435836782022312
31.0,4.51023450192097
32.0,1.8550559734194063
33.0,-0.4047531809647314
34.0,-0.801369314186819
35.0,-1.2232339225074516
36.0,-0.8983417423004295
37.0,-0.1940042966306132
38.0,0.43292752715424154
39.0,0.5120696514837764
40.0,0.49993160663796965
41.0,-0.3842571360047344
42.0,-0.04493075051388356
43.0,0.2977865200134402
44.0,0.49434019963471065
45.0,0.5764566074201335
46.0,1.2053404740921
47.0,1.449804943272529
48.0,1.3867309610251763
49.0,1.69715347508855
