Time,Intensity
0.0,3.954939905522415
1.0,6.641046229213368
2.0,8.59051692189323
3.0,9.207496735974017
4.0,8.490782918004863
5.0,6.762073457414661
6.0,4.056336455488229
7.0,1.7718531189796642
8.0,-0.581561229799781
9.0,-1.2195441987703735
10.0,-1.2602997491261858
11.0,-0.47285023770960094
12.0,0.015437947796313405
13.0,0.766948404605357
14.0,-0.005933423879719624
15.0,0.26069506813867316
16.0,0.19396235244339485
17.0,0.06413980656081879
18.0,0.031231907439834963
19.0,-0.044854384082138536
20.0,0.20495661053621422
21.0,0.3988880915237855
22.0,1.1762980409097359
23.0,2.003199404954104
24.0,2.648822491011452
25.0,3.0389875011022975
26.0,2.9967120490724835
27.0,3.818322481767737
28.0,4.551644051208219
29.0,6.019439361773292
30.0,8.613709699202898
31.0,9.738923118052092
32.0,10.650641192927988
33.0,11.061316154359195
34.0,10.683267048197335
35.0,10.262024265809313
36.0,9.817001873823285
37.0,9.00091815495697
38.0,9.303412806222806
39.0,9.084136846739804
40.0,8.485022510544148
41.0,8.098091939839476
42.0,8.24016652088179
43.0,7.695609420075819
44.0,7.783257160753813
45.0,8.208363077733043
46.0,8.442394485616475
47.0,9.508685192339126
48.0,9.699990728963757
49.0,10.01223491369156
