Time,Intensity
0.0,4.060376287543009
1.0,6.683197071307695
2.0,7.706887817968786
3.0,9.01418104292599
4.0,9.400649997463335
5.0,8.834357061269513
6.0,7.881559720938153
7.0,7.552654654982659
8.0,5.815192658146569
9.0,3.7937532720408416
10.0,2.1092827019994616
11.0,-0.27526976331679154
12.0,-0.44822529377449605
13.0,-0.6689115773644496
14.0,-0.30376486633848954
15.0,0.29109642240771516
16.0,-0.2677083204006355
17.0,0.3582862201640838
18.0,0.1979638502215084
19.0,-0.11039953868121077
20.0,-0.28038563476432526
21.0,0.8708426680656887
22.0,1.3404148822139184
23.0,1.8902109570285521
24.0,2.593867090617169
25.0,3.1780091422167653
26.0,2.7263214618467932
27.0,2.6940328515091374
28.0,3.1313942670502826
29.0,4.578646598103368
30.0,5.718604106303155
31.0,8.539983106714473
32.0,9.95418001817438
33.0,11.02589099507322
34.0,10.893326503381031
35.0,9.777022480914027
36.0,10.183064636373347
37.0,9.404132771417384
38.0,8.663760738920542
39.0,8.179240694472863
40.0,8.057502307277407
41.0,8.467908822898275
42.0,8.033737871380223
43.0,8.22786308316212
44.0,8.24343846340541
45.0,8.417659885911132
46.0,8.282075691817303
47.0,9.433130366747884
48.0,9.927088639505532
49.0,10.22437562330761
