Time,Intensity
0.0,7.1695304847244
1.0,6.580562745697164
2.0,6.017084089229179
3.0,6.336108375581027
4.0,6.326128251869227
5.0,5.77693995217366
6.0,6.2927533520062156
7.0,6.077569847834299
8.0,6.156951842922155
9.0,5.871974147364924
10.0,4.480599269366413
11.0,3.4360082415922237
12.0,2.623932720083776
13.0,2.156396003813059
14.0,2.576618062599968
15.0,2.593039059600591
16.0,2.663531553857662
17.0,3.6807127397333304
18.0,3.6593685689448634
19.0,4.121265242263911
20.0,5.700291050283791
21.0,6.1962479729725395
22.0,6.4637246369306185
23.0,6.8546045992094395
24.0,6.84921587094224
25.0,6.338822290577002
26.0,6.183567326202927
27.0,5.279053952468528
28.0,4.460405713224954
29.0,3.862075603989771
30.0,2.85992830648261
31.0,1.9800178665034258
32.0,1.9705382907007996
33.0,2.740962733960551
34.0,2.557133599467294
35.0,2.6122105931846304
36.0,3.6907877818018964
37.0,4.957671734023349
38.0,5.880178481392217
39.0,6.273301334208333
40.0,7.108505108663923
41.0,6.486091753588066
42.0,6.743140559833582
43.0,6.500579770944224
44.0,6.484506430084657
45.0,5.8717935490056
46.0,6.398510565385387
47.0,6.738220620059756
48.0,6.653353146809826
49.0,6.227379019107812
