Time,Intensity
0.0,9.517480042740827
1.0,9.374642340553585
2.0,10.081945940147035
3.0,9.882824734874886
4.0,9.775746347781483
5.0,10.16729975767415
6.0,10.368957774280982
7.0,10.515861457512177
8.0,9.856517266428378
9.0,9.878613262604341
10.0,9.912641176283163
11.0,10.284486838337076
12.0,10.278523943981956
13.0,10.213014354015
14.0,9.847946736095471
15.0,9.839427474393785
16.0,10.11838006562907
17.0,9.868812147979867
18.0,9.622395121073147
19.0,9.562680167836024
20.0,9.511476025760171
21.0,7.747821336447297
22.0,7.176315386472392
23.0,6.195569239660158
24.0,6.073080543638959
25.0,5.845727114967639
26.0,5.759591947678609
27.0,4.854680958904276
28.0,4.4800409638646945
29.0,3.651998558999681
30.0,2.7913599318982745
31.0,2.140194808705092
32.0,2.440161071378065
33.0,2.4856208077776922
34.0,2.4722127350976155
35.0,2.9603984433350417
36.0,3.2269231822906117
37.0,2.654702651220457
38.0,3.0281785366072373
39.0,2.9202667023564475
40.0,2.307789542446026
41.0,2.967273248526688
42.0,3.374695069830415
43.0,3.5956508915245466
44.0,3.9000420724714235
45.0,3.251030065579574
46.0,3.30818167576876
47.0,2.781613578149219
48.0,2.5833632506240396
49.0,2.665432550057461
