Time,Intensity
0.0,-0.03423706648535273
1.0,-0.016829270102869238
2.0,-0.05356314779641862
3.0,0.21664552447227386
4.0,0.7630842724597394
5.0,0.9652869415040494
6.0,2.0450041254745606
7.0,3.019914825621188
8.0,3.0928474372097767
9.0,2.6543507585646005
10.0,2.896961645084817
11.0,2.4303668289861524
12.0,2.474295662112333
13.0,2.577401898898039
14.0,2.7620556132747045
15.0,3.1945365246702564
16.0,4.5951223814855595
17.0,6.803045062244424
18.0,8.0174978172842
19.0,9.968130911279303
20.0,10.448411149607816
21.0,9.510252955325896
22.0,9.143171895003606
23.0,8.250752923141304
24.0,8.1003028019146
25.0,7.641931038855876
26.0,7.287530237871593
27.0,8.45561830784004
28.0,8.194711918552391
29.0,8.066969065222697
30.0,8.643414323184148
31.0,8.907525136948585
32.0,9.108331345377259
33.0,9.505601404591676
34.0,9.955299074719752
35.0,10.177831238090771
36.0,10.013395869990156
37.0,10.16561844636557
38.0,9.757925929075496
39.0,10.367638752273317
40.0,10.039563562970368
41.0,10.073729442334393
42.0,9.857651098187002
43.0,9.995266541391139
44.0,10.402669967155107
45.0,10.003228072137192
46.0,10.13601309174738
47.0,10.196119632626768
48.0,9.088971824608116
49.0,8.729835124236219
