Time,Intensity
0.0,0.10847401548503942
1.0,0.14273536932854902
2.0,-0.02142677739297852
3.0,0.3949551250369279
4.0,0.5222675548734209
5.0,0.7549695138797675
6.0,1.0747314463766329
7.0,0.9038097296302955
8.0,0.6644683313298128
9.0,1.0203218297999646
10.0,1.4489797258245267
11.0,0.6817901983053093
12.0,0.7789068165400092
13.0,0.8543580256289983
14.0,0.8083581403908691
15.0,1.019650697293886
16.0,1.149715201157148
17.0,3.208149745058683
18.0,5.576015045326393
19.0,7.7190027797762
20.0,10.490510959976971
21.0,11.185612702328728
22.0,10.528123978105713
23.0,9.005672976143273
24.0,6.460487740867626
25.0,3.6684904624903463
26.0,2.1523207637928694
27.0,1.3963133450273453
28.0,1.1305598904479721
29.0,2.3102015581390347
30.0,2.3559475459608725
31.0,2.9580907105196705
32.0,2.5131637757829455
33.0,2.817626148946066
34.0,2.831718422980805
35.0,2.373916094739734
36.0,1.8046326542603772
37.0,2.1186777156391554
38.0,2.4127627345924174
39.0,2.543322636235172
40.0,2.4574358931721116
41.0,3.939503157990932
42.0,5.2837813443101185
43.0,7.075947824115337
44.0,7.791138484651709
45.0,8.864126964004498
46.0,8.531873750924333
47.0,8.023011023699617
48.0,5.981792835316141
49.0,3.746569477245507
