Time,Intensity
0.0,8.218783150541336
1.0,9.148831996086052
2.0,8.467377277248579
3.0,6.615207088416052
4.0,4.071263363121862
5.0,1.5252183027526738
6.0,-0.10790396283847875
7.0,-0.999439008816004
8.0,-1.4961968007392212
9.0,-0.564142593790997
10.0,0.0018081800414110755
11.0,0.33525551486434235
12.0,1.2816900042607797
13.0,0.5397129234075445
14.0,1.5682754354284933
15.0,1.6992366199368276
16.0,2.475503670467258
17.0,3.1553866429125703
18.0,3.271593609769013
19.0,2.487026802457578
20.0,2.9002750248438205
21.0,2.9789371128438766
22.0,2.236559959033518
23.0,2.7503160794715353
24.0,2.7099702269285597
25.0,2.60538418120085
26.0,3.2297843646940563
27.0,4.636316024684358
28.0,5.896325640357743
29.0,8.687306898542351
30.0,9.657105144881227
31.0,11.190994109544791
32.0,10.672017112816873
33.0,10.638087706064637
34.0,9.686487129581323
35.0,9.798963164710669
36.0,8.82834221153935
37.0,9.120928224131577
38.0,8.360497804196543
39.0,8.201191632904344
40.0,7.886140418684422
41.0,7.918794618860832
42.0,8.388168891813214
43.0,8.01132704210055
44.0,8.098358309793824
45.0,7.922872912146829
46.0,8.314593825757044
47.0,8.401428777858062
48.0,8.847361975435636
49.0,9.819644406500574
