Time,Intensity
0.0,0.9843816648184285
1.0,1.1239514250526137
2.0,1.239355883395051
3.0,0.6409489268349684
4.0,1.111585132936723
5.0,1.269413516553195
6.0,2.888383507830352
7.0,4.980121551979917
8.0,8.207504403014925
9.0,10.04368781893863
10.0,10.88568866337329
11.0,11.016742607005087
12.0,10.24496566256472
13.0,10.036331949763873
14.0,9.679200951878476
15.0,9.601427389177962
16.0,9.250379564284849
17.0,10.353979664348119
18.0,10.057362421779853
19.0,9.905558829992643
20.0,8.207797760198417
21.0,6.4344952348752456
22.0,3.956300562234963
23.0,2.3548790780574187
24.0,1.9552794540193552
25.0,1.599344204401918
26.0,2.054803392829713
27.0,2.3626816685608527
28.0,2.40486086748281
29.0,2.5539976712172554
30.0,2.1888760812835533
31.0,2.689479562938409
32.0,2.2011015619984415
33.0,1.8597386881857874
34.0,2.6234945132602325
35.0,2.467165642789198
36.0,3.4833685710936244
37.0,5.212499408498488
38.0,6.552758197106902
39.0,7.946155612039159
40.0,8.128012642669676
41.0,6.719042800176065
42.0,4.666011383688073
43.0,1.2979088441638396
44.0,-0.2585228105384344
45.0,-0.9231200650386986
46.0,-0.9062520212936098
47.0,-0.5401154032972632
48.0,0.06832823340544818
49.0,0.6339533995916048
