Time,Intensity
0.0,2.781774231036605
1.0,3.6755444842444565
2.0,4.313928239385875
3.0,5.58727885915346
4.0,6.258658764362105
5.0,6.865879350281352
6.0,6.658107767173579
7.0,6.3944803182545
8.0,6.711429596738741
9.0,5.518245518076512
10.0,5.484737536306985
11.0,4.1292812084209976
12.0,3.5944933905921004
13.0,2.731668102895208
14.0,2.586417331925169
15.0,2.995476698353975
16.0,3.367908189965315
17.0,4.351861982635308
18.0,5.22267766725621
19.0,6.3113891726539
20.0,6.745452656242216
21.0,6.270812516019522
22.0,6.459367126894704
23.0,6.223284789122264
24.0,5.806005709232675
25.0,6.180511116263482
26.0,6.642505542795331
27.0,6.13272462534133
28.0,6.1099300760469015
29.0,6.594688058784147
30.0,6.668767694326344
31.0,6.208668742858385
32.0,6.405764783564704
33.0,6.09555243142612
34.0,6.207016497328935
35.0,6.442047014721205
36.0,6.56869695431409
37.0,6.59447383285588
38.0,7.351392269352751
39.0,8.354649742092324
40.0,9.286605451686746
41.0,10.345730848043356
42.0,10.86270174923
43.0,10.533853664191518
44.0,10.333960368730676
45.0,9.684073404193787
46.0,10.15172554756998
47.0,9.995305709892937
48.0,10.165395393474244
49.0,10.230889646383877
