Time,Intensity
0.0,4.273477537295812
1.0,6.586619510271873
2.0,8.486005432801093
3.0,10.072210633572286
4.0,10.60602095173294
5.0,10.575610758707262
6.0,9.645154634562521
7.0,8.711062508905805
8.0,8.56764927921211
9.0,7.853026303719306
10.0,7.667246258295706
11.0,7.738894037713363
12.0,8.245918857216024
13.0,8.31661542750691
14.0,8.458182701723285
15.0,8.202375381630802
16.0,8.494633073020852
17.0,8.566181186227523
18.0,8.606794674334209
19.0,9.496891619384007
20.0,10.111112046809197
21.0,9.808788794345654
22.0,10.684197337348795
23.0,10.320948783448046
24.0,10.595918211752133
25.0,10.08700930820477
26.0,10.014011277202142
27.0,10.212357431973036
28.0,10.176319783929316
29.0,9.870488942053482
30.0,9.734910501835614
31.0,9.533093459290232
32.0,9.98430239979479
33.0,9.697249659708472
34.0,9.892731939136647
35.0,9.456671391883233
36.0,8.551999695816487
37.0,7.377552589406178
38.0,5.20032430348672
39.0,3.4991459919239465
40.0,2.573398475101089
41.0,2.513955259669753
42.0,2.2766235441133915
43.0,3.011658237818684
44.0,3.2980858742587293
45.0,3.30402388915508
46.0,3.0307197185965
47.0,3.1199199283570946
48.0,3.3664922784421374
49.0,3.0079070064115543
